    "Content-UUID","URL","Term","Definition","Data-Type","Unit-of-Measure","Category","Sector","Updated-Date"
"55d4daf1-bb0c-4b4e-ac8a-46814701b5ff","https://bedes.lbl.gov/node/55d4daf1-bb0c-4b4e-ac8a-46814701b5ff","Process Load Type","Plug load essential to routine processes.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3d8ea5a9-acb2-45a1-ad5c-b67ecce27c7f","https://bedes.lbl.gov/node/3d8ea5a9-acb2-45a1-ad5c-b67ecce27c7f","Pump Application","Type of system served by a pump
","Constrained List","N/A","Loads","","2019-11-26 17:28:02"
"1fb90ab1-9234-44a2-a0b7-db2ba5f25782","https://bedes.lbl.gov/node/1fb90ab1-9234-44a2-a0b7-db2ba5f25782","Recirculation Loop Count","The total number of hot water recirculation loops coming from and returning to a specific water heater.
","Integer","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"1d06ee5e-8eb1-4ca9-824a-2d1a0988e5ad","https://bedes.lbl.gov/node/1d06ee5e-8eb1-4ca9-824a-2d1a0988e5ad","Reflector Type","Characteristics of the lamp luminaire.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4831cd74-7d30-4809-8c84-3d52eba974f2","https://bedes.lbl.gov/node/4831cd74-7d30-4809-8c84-3d52eba974f2","Refrigeration Characteristics","Characteristics of refrigeration systems
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"84ec04a3-58b3-499d-a3ac-8771aaa9201f","https://bedes.lbl.gov/node/84ec04a3-58b3-499d-a3ac-8771aaa9201f","Refrigeration Components","Components that make up the refrigeration equipment.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"a3f51a65-aabf-4b77-acdb-f753674f9a73","https://bedes.lbl.gov/node/a3f51a65-aabf-4b77-acdb-f753674f9a73","Refrigeration Compressor Type","Type of compressor in the refrigeration system. See Chiller Compressor Type for list.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8c39ee1e-4f69-45c9-a6f6-1e5e2b4eb796","https://bedes.lbl.gov/node/8c39ee1e-4f69-45c9-a6f6-1e5e2b4eb796","Refrigeration Type","Refrigeration equipment includes a refrigerator or freezer used for storing food products at specified temperatures, with the condensing unit and compressor built into the cabinet, and designed for use by commercial or institutional premises, other than laboratory settings. These units may be vertical or chest configurations and may contain a worktop surface.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"60011087-00e2-431c-896c-c32516ca07ba","https://bedes.lbl.gov/node/60011087-00e2-431c-896c-c32516ca07ba","Server Components","Server components that are used by a server.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"ba12c254-48d6-49c6-8f16-f9d263c250d3","https://bedes.lbl.gov/node/ba12c254-48d6-49c6-8f16-f9d263c250d3","Server Type","The types of computer servers.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"6bf6cfba-c8e0-4427-94b5-c1e941a03ffb","https://bedes.lbl.gov/node/6bf6cfba-c8e0-4427-94b5-c1e941a03ffb","Set Top Box Type","A Set-top Box (STB) is a device combining hardware components with software programming designed for the primary purpose of receiving television and related services from terrestrial, cable, satellite, broadband, or local networks and providing video output using at least one direct video connection.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3ff2d56e-7450-4524-ba87-c12f97f31adb","https://bedes.lbl.gov/node/3ff2d56e-7450-4524-ba87-c12f97f31adb","Tank Heating Type","Hot water tank or distribution type
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"95ec7ed3-a029-4408-b321-ed441ab6f615","https://bedes.lbl.gov/node/95ec7ed3-a029-4408-b321-ed441ab6f615","Task Lighting Availability","Task light is used to increase illuminance or improve contrast on the reading area.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"2a96af99-f618-4925-83af-efd363a87475","https://bedes.lbl.gov/node/2a96af99-f618-4925-83af-efd363a87475","Telephone Configuration","Telephone configuration to the network.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"b117181d-cce1-4169-b2cd-f8a8a858beff","https://bedes.lbl.gov/node/b117181d-cce1-4169-b2cd-f8a8a858beff","Telephone Functionality","Available services on the telephone.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f297b58d-ccad-4d6e-a8fb-a26253f65843","https://bedes.lbl.gov/node/f297b58d-ccad-4d6e-a8fb-a26253f65843","Telephone Type","A Telephone is a commercially available electronic product whose primary purpose is to transmit and receive sound over a distance using a voice or data network.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"67f4557e-70c7-425e-8b47-1b350095f534","https://bedes.lbl.gov/node/67f4557e-70c7-425e-8b47-1b350095f534","Television Type","A type of television product.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9624a9d7-5cda-4ab6-ac25-51e87e862101","https://bedes.lbl.gov/node/9624a9d7-5cda-4ab6-ac25-51e87e862101","Transformer Needs","Halogen lamp dependence on a transformer.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7ec98b62-ee6d-4f7d-be3e-328c9fa30efe","https://bedes.lbl.gov/node/7ec98b62-ee6d-4f7d-be3e-328c9fa30efe","Trickle Filtration Process","Trickle Filtration is a method of biological treatment by wastewater treatment plants.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"11b6e180-9920-4a17-b17a-13c2adac386a","https://bedes.lbl.gov/node/11b6e180-9920-4a17-b17a-13c2adac386a","Uninterruptible Power Supplies","The type of uninterruptible power supply (UPS).
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"bcf26d2b-17d4-4981-a765-c852492c66c0","https://bedes.lbl.gov/node/bcf26d2b-17d4-4981-a765-c852492c66c0","Uninterruptible Power Supply Mode","Uninterruptible power supply (UPS) is emergency power delivered when the main input power source fails. The UPS has various mode settings.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"03476ce0-5ce1-4c28-927a-c01df1bae9be","https://bedes.lbl.gov/node/03476ce0-5ce1-4c28-927a-c01df1bae9be","Uninterruptible Power Supply Type","Uninterruptible Power Supply (UPS) is a combination of converters, switches, and energy storage devices (such as batteries) constituting a power system for maintaining continuity of load power in case of input power failure.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"59132ce3-d09b-400d-a246-3176449599cc","https://bedes.lbl.gov/node/59132ce3-d09b-400d-a246-3176449599cc","UPS Input Dependency Characteristics","The input dependency characteristics of a uninterruptible power supply (UPS).
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"bfe55a1f-2fd6-475b-ad4c-ef0f198a571e","https://bedes.lbl.gov/node/bfe55a1f-2fd6-475b-ad4c-ef0f198a571e","UPS Power Conversion","The type of UPS power conversion.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"71a15a7f-9ac6-4aec-8951-a6e62487886b","https://bedes.lbl.gov/node/71a15a7f-9ac6-4aec-8951-a6e62487886b","UPS Power Output","The type of power output, such as AC or DC, for a UPS.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"6f077725-f29d-4c75-8c43-1de66e341aba","https://bedes.lbl.gov/node/6f077725-f29d-4c75-8c43-1de66e341aba","UPS Support","Load supported by the UPS.
","Constrained List","N/A","Loads","Commercial","2019-11-26 17:24:58"
"77d6a17b-f614-4f29-bf60-9985ffd993e4","https://bedes.lbl.gov/node/77d6a17b-f614-4f29-bf60-9985ffd993e4","Water Cooler Source","The water source of a particular water cooler.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"19e54b22-dc85-4328-8de0-9bd05e98dd6c","https://bedes.lbl.gov/node/19e54b22-dc85-4328-8de0-9bd05e98dd6c","Water Cooler Storage","The type of water storage of a water cooler.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f3757254-7dd5-4951-9e99-771e5c9729fb","https://bedes.lbl.gov/node/f3757254-7dd5-4951-9e99-771e5c9729fb","Water Cooler Unit","A freestanding device that consumes energy to cool and/or heat potable water.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"45b9a952-51e9-4e8c-93e3-c8ee54bac543","https://bedes.lbl.gov/node/45b9a952-51e9-4e8c-93e3-c8ee54bac543","Water Feature Heating Method","Water feature heating methods.
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"19ecb80b-d85b-461a-9748-dc01fb138305","https://bedes.lbl.gov/node/19ecb80b-d85b-461a-9748-dc01fb138305","Water Feature Type","Type of water feature
","Constrained List","N/A","Loads","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2c681339-393d-47a9-949a-b50897851dd4","https://bedes.lbl.gov/node/2c681339-393d-47a9-949a-b50897851dd4","Average Annual Hours","Number of hours in a typical year.
","Integer","hr/year","Controls and Operations","Commercial, Residential, Multifamily","2019-12-10 12:58:43"
"d93c96f3-7424-4bf8-b457-8a7d08ff98f0","https://bedes.lbl.gov/node/d93c96f3-7424-4bf8-b457-8a7d08ff98f0","Average Annual Weeks","The number of weeks that the premises or equipment is in use. For example, a pool premises may only be open for 16 weeks out of the year.
","Integer","weeks/year","Controls and Operations","Commercial","2019-11-26 17:24:58"
"817e6b9c-d35b-4c16-88b4-9bf5746b1b6d","https://bedes.lbl.gov/node/817e6b9c-d35b-4c16-88b4-9bf5746b1b6d","Average Daily Hours","If exact start and end hours are unknown, then the total number of hours per day.
","Integer","hr/day","Controls and Operations","Commercial","2019-12-10 12:58:13"
"72d3712d-a8cd-4c62-9b97-41746907d67a","https://bedes.lbl.gov/node/72d3712d-a8cd-4c62-9b97-41746907d67a","Average Weekly Hours","Number of hours in a typical week.
","Integer","hr/week","Controls and Operations","Commercial","2019-12-10 12:59:56"
"73ab9964-1cf9-46eb-a102-4e7131e52acc","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc","Control Communication Protocol","Standards for control communication protocols.
","Constrained List","N/A","Controls and Operations","","2019-11-26 17:28:02"
"8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","Control Strategy","Control logic or strategy that is programed into the system.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9f25b506-119d-4216-950e-8c2530512ce9","https://bedes.lbl.gov/node/9f25b506-119d-4216-950e-8c2530512ce9","Control Technology","Technological device that enables control of the system.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"47469a92-0129-4b5c-a74a-c75e96ba93fa","https://bedes.lbl.gov/node/47469a92-0129-4b5c-a74a-c75e96ba93fa","Date Of Most Recent Maintenance Event","The date of the most recent maintenance that was performed on the premises or equipment.
","TimeStamp","YYYY-MM-DD","Controls and Operations","Commercial, Residential, Multifamily","2019-12-06 11:41:35"
"7123187e-4b6e-49de-a577-a6429f78e965","https://bedes.lbl.gov/node/7123187e-4b6e-49de-a577-a6429f78e965","Day End Time","In military time (0000 start of day). If the end hour is the next day, then this day ends at 2400 and the next starts at 0000 and ends at closing time. For example, a nightclub may be open from 8PM Friday to 2AM Saturday, then on Friday: Day Start Time is 2000 and Day End Time is 2400, and on Saturday: Dat Start Time is 0000 and Day End Hour is 0200.
","TimeStamp","hh:mm","Controls and Operations","Commercial, Residential, Multifamily","2019-12-06 11:43:33"
"1c657b2e-c0c8-4eca-a650-2d4aa84653d6","https://bedes.lbl.gov/node/1c657b2e-c0c8-4eca-a650-2d4aa84653d6","Day Start Time","In military time (0000 start of day). If the night before the schedule runs into this day, then start time is 0000, while yesterday's end time is 2400. For example, a nightclub may be open from 8PM Friday to 2AM Saturday, then on Friday: Day Start Time is 2000 and Day End Time is 2400, and on Saturday: Dat Start Time is 0000 and Day End Hour is 0200.
","TimeStamp","hh:mm","Controls and Operations","Commercial, Residential, Multifamily","2019-12-06 11:44:05"
"b64c91e4-2e9c-4145-bd8f-5188cd019b64","https://bedes.lbl.gov/node/b64c91e4-2e9c-4145-bd8f-5188cd019b64","Frequency Of Maintenance","Frequency of maintenance on the premises or equipment.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d3297c76-375d-4494-8bc6-68af31e5e291","https://bedes.lbl.gov/node/d3297c76-375d-4494-8bc6-68af31e5e291","HVAC Systems Controlled","HVAC system that are monitored by this control.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"95556e35-fee4-4286-8fba-68ea027905f6","https://bedes.lbl.gov/node/95556e35-fee4-4286-8fba-68ea027905f6","Laundry Load Type","Type of materials laundered.
","Constrained List","N/A","Controls and Operations","Commercial","2019-11-26 17:24:58"
"9e956e86-63c5-4321-b83b-c637497ca036","https://bedes.lbl.gov/node/9e956e86-63c5-4321-b83b-c637497ca036","Maintenance Events Per Year","The number of maintenance events performed on the premises or equipment in the time period.
","Integer","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c68479f9-b0fa-4657-999f-ab9938029f06","https://bedes.lbl.gov/node/c68479f9-b0fa-4657-999f-ab9938029f06","Maintenance Type","Maintenance is the process of maintaining or preserving someone or something.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7190bf80-48c0-4dea-9474-de00316be253","https://bedes.lbl.gov/node/7190bf80-48c0-4dea-9474-de00316be253","Meal Type","The type of meal served in this operation event.
","Constrained List","N/A","Controls and Operations","Commercial","2019-11-26 17:24:58"
"b57658e2-43b2-4347-b1de-1883089d15bd","https://bedes.lbl.gov/node/b57658e2-43b2-4347-b1de-1883089d15bd","Meter Type","Meters can be divided into several categories based on their capabilities
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"a9fca749-0710-44aa-9a95-30101bcad908","https://bedes.lbl.gov/node/a9fca749-0710-44aa-9a95-30101bcad908","Observed Holidays","Holidays in which the operations follow a holiday schedule that is different from the main schedule.
","Constrained List","N/A","Controls and Operations","Commercial","2019-11-26 17:24:58"
"d8db9a56-cc18-4f54-8590-02bc4a82962a","https://bedes.lbl.gov/node/d8db9a56-cc18-4f54-8590-02bc4a82962a","Operation Event","An operation event is an activity that is performed at the premises as part of primary operations. Operation events can be used as normalizers when benchmarking buildings.
","Constrained List","N/A","Controls and Operations","Commercial","2019-11-26 17:24:58"
"af063caf-2bd2-4875-8edb-539a292acbb2","https://bedes.lbl.gov/node/af063caf-2bd2-4875-8edb-539a292acbb2","Operation Events Per Year","Number of operation events that take place in a year.
","Integer","N/A","Controls and Operations","Commercial","2019-11-26 17:24:58"
"27de69cf-938d-4935-a2c4-a6f49748fef5","https://bedes.lbl.gov/node/27de69cf-938d-4935-a2c4-a6f49748fef5","Operational Control Actor","The actor who has authority to introduce and implement any or all operating and/or environmental policies and measures
","Constrained List","N/A","Controls and Operations","","2019-11-26 17:28:02"
"1dc71ca0-5371-43b6-a05c-7794a73e0695","https://bedes.lbl.gov/node/1dc71ca0-5371-43b6-a05c-7794a73e0695","Operational Mode","The equipment state of connection to a power source for use, and providing one or more primary functions.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ff26322c-4f46-4c43-8c02-dad3b5277e49","https://bedes.lbl.gov/node/ff26322c-4f46-4c43-8c02-dad3b5277e49","Partial Operation Percentage","Percent of category that is in operation. If Schedule Category is Occupancy, then the percent of occupants from typical max. If Schedule Category is an equipment, then power as a percent of installed capacity.
","Decimal","percent","Controls and Operations","Commercial","2019-12-10 10:37:35"
"50e1eee6-a483-4d4c-995e-967088e9457b","https://bedes.lbl.gov/node/50e1eee6-a483-4d4c-995e-967088e9457b","Percent Of Area Controlled","Percentage of the premises gross floor area that is controlled by this system.
","Decimal","percent","Controls and Operations","Commercial, Residential, Multifamily","2019-12-10 10:37:16"
"04009076-ba0b-478f-8029-883f833f5f2f","https://bedes.lbl.gov/node/04009076-ba0b-478f-8029-883f833f5f2f","Reset Routine","Times when the HVAC equipment is setback. For example, when the heat is lowered during the heating season, or the cooling setpoint increased during the cooling season.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"53f72e97-eb3c-4a86-82b5-edbde2cb11b3","https://bedes.lbl.gov/node/53f72e97-eb3c-4a86-82b5-edbde2cb11b3","Schedule Category","The category this schedule applies to.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2379417d-0ab6-4185-8a4b-d4af18922b7e","https://bedes.lbl.gov/node/2379417d-0ab6-4185-8a4b-d4af18922b7e","Schedule Day","Day(s) this schedule applies to.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2478cdb5-3cef-4a07-afb5-60fc2799f7fe","https://bedes.lbl.gov/node/2478cdb5-3cef-4a07-afb5-60fc2799f7fe","Schedule Period","The period label for the schedule.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f72b9471-815f-498e-a455-091445238ee1","https://bedes.lbl.gov/node/f72b9471-815f-498e-a455-091445238ee1","Schedule Period Begin Day","The day when this schedule period takes effect.
","TimeStamp","DD","Controls and Operations","Commercial, Residential, Multifamily","2019-12-10 13:02:22"
"d930049b-8d71-436b-8da5-67f91c2b6e26","https://bedes.lbl.gov/node/d930049b-8d71-436b-8da5-67f91c2b6e26","Schedule Period Begin Month","The month when this schedule period takes effect.
","TimeStamp","MM","Controls and Operations","Commercial, Residential, Multifamily","2019-12-10 13:03:22"
"8dd6ee35-8f0a-4a7a-8e0b-39c1fc267699","https://bedes.lbl.gov/node/8dd6ee35-8f0a-4a7a-8e0b-39c1fc267699","Schedule Period End Day","The day when this schedule period ends.
","TimeStamp","DD","Controls and Operations","Commercial, Residential, Multifamily","2019-12-10 13:04:03"
"063d6c84-4330-4693-acb4-15695540d4a3","https://bedes.lbl.gov/node/063d6c84-4330-4693-acb4-15695540d4a3","Schedule Period End Month","The month when this schedule period ends.
","TimeStamp","MM","Controls and Operations","Commercial, Residential, Multifamily","2019-12-10 13:04:32"
"611065d0-79b0-48ff-9650-1626e3e4c2a1","https://bedes.lbl.gov/node/611065d0-79b0-48ff-9650-1626e3e4c2a1","Sensor Type","Physical property measured by the sensor.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"e008f92c-2fa5-4afc-a5f1-2bcdcc1ae651","https://bedes.lbl.gov/node/e008f92c-2fa5-4afc-a5f1-2bcdcc1ae651","Setpoint","The single target value for a setpoint that does not include a range.
","Decimal","","Controls and Operations","","2019-12-12 10:50:43"
"4bfa4f46-46fd-4d35-a9a1-08b09947836f","https://bedes.lbl.gov/node/4bfa4f46-46fd-4d35-a9a1-08b09947836f","Setpoint High","The highest allowed range in setpoint. If there is no range, then the low and high setpoints are the same.
","Decimal","","Controls and Operations","Commercial, Residential, Multifamily","2019-12-12 10:50:17"
"f8066b7a-cb78-4c21-ad26-a2011f273303","https://bedes.lbl.gov/node/f8066b7a-cb78-4c21-ad26-a2011f273303","Setpoint Low","The lowest allowed range in setpoint. If there is no range, then the low and high setpoints are the same.
","Decimal","","Controls and Operations","Commercial, Residential, Multifamily","2019-12-12 10:50:30"
"4333fe21-9268-4ee2-ae1a-016ae57ea7f9","https://bedes.lbl.gov/node/4333fe21-9268-4ee2-ae1a-016ae57ea7f9","Setpoint Setting Condition","Setpoint settings conditions that apply to this setpoint.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"1ed1c00c-6525-4002-a52b-c1cf7c4fb75a","https://bedes.lbl.gov/node/1ed1c00c-6525-4002-a52b-c1cf7c4fb75a","Setpoint Type","Setpoint type that this control systems adheres to.
","Constrained List","N/A","Controls and Operations","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d3107e23-f59e-452e-aaae-b7a43ff286d0","https://bedes.lbl.gov/node/d3107e23-f59e-452e-aaae-b7a43ff286d0","Energy Generation Technology","Technology utilized on the premises to generate non-purchased energy, including renewable energy that is passively collected. This includes energy collected from the environment such as air, water, or ground-source heat pump systems. Technology equipment may exist as facade systems and roofing systems. Technology equipment may also exist on a premises off of a building envelope including on the ground, awnings, or carports as well as underground.
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"fb504df8-24ad-42a0-b05a-7662a0c772d8","https://bedes.lbl.gov/node/fb504df8-24ad-42a0-b05a-7662a0c772d8","Energy Storage Technology","Type of energy storage technology
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"e7e76d14-c087-4574-9197-6888bdab351f","https://bedes.lbl.gov/node/e7e76d14-c087-4574-9197-6888bdab351f","Installation Status","States the status of installation for a generation and storage equipment.
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"add57c38-7c76-4e6f-88a3-3af152dcab1c","https://bedes.lbl.gov/node/add57c38-7c76-4e6f-88a3-3af152dcab1c","Rated Wind Speed","The rated, or nominal, wind speed is the speed at which the turbine produces power at its full capacity.
","Decimal","m/s","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8f2effea-95e7-4de7-ad0b-520070443ce3","https://bedes.lbl.gov/node/8f2effea-95e7-4de7-ad0b-520070443ce3","Solar Thermal System Collector Type","Type of solar energy collector used in a solar hot water or space heating system
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ee3253a4-49a7-4bfc-9845-839d13faf9ec","https://bedes.lbl.gov/node/ee3253a4-49a7-4bfc-9845-839d13faf9ec","Technology Component","Component of energy storing, generating, or converting equipment.
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4a290a29-5998-4ab4-8c35-a2b7b6e62b4f","https://bedes.lbl.gov/node/4a290a29-5998-4ab4-8c35-a2b7b6e62b4f","Thermal Loop Configuration","Heat transfer medium and controls used for the solar collector loop
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"5a65d7a2-c5a7-4fcb-a381-1b95f0af74a9","https://bedes.lbl.gov/node/5a65d7a2-c5a7-4fcb-a381-1b95f0af74a9","Thermal Medium","Type of material used in thermal energy storage technology.
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ccd7d60d-de90-42a1-943d-6da517cdb1a0","https://bedes.lbl.gov/node/ccd7d60d-de90-42a1-943d-6da517cdb1a0","Turbine Rotation Axis","The orientation of the line axis about which the turbine rotates.
","Constrained List","N/A","Generation and Storage Equipment","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"b0b6317e-e07d-46a9-9caf-42bedda0aec1","https://bedes.lbl.gov/node/b0b6317e-e07d-46a9-9caf-42bedda0aec1","Water Storage Technology","Type of technology used for containing or recycling water
","Constrained List","N/A","Generation and Storage Equipment","","2019-11-26 17:28:02"
"27d9b840-4b7b-4757-9036-bcf6cf145aa0","https://bedes.lbl.gov/node/27d9b840-4b7b-4757-9036-bcf6cf145aa0","Charge Rate","Charge per unit of resource.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3b202264-2f5c-42b2-b820-5486fa04f76d","https://bedes.lbl.gov/node/3b202264-2f5c-42b2-b820-5486fa04f76d","Current Flow Direction","Direction associated with current related time series data
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"a0746d5f-8034-41c5-acd4-484778134b40","https://bedes.lbl.gov/node/a0746d5f-8034-41c5-acd4-484778134b40","Demand Ratchet Percentage","Certain rate schedules incorporate demand ratchet percentage to ensure minimum billing demands based on historical peak demands. Billing demand in these cases is based comparing the month's demand and maximum of previous 11 month's demand times the demand ratchet percentage
","Decimal","percent","Resources","Commercial","2019-12-10 10:42:13"
"af5347a6-34a5-4c9c-aa98-ff257a3b90e3","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3","End Use","Resource end use. This can also be used to qualify a renewable energy that is generated on-site that has its own dedicated meter. This can be applied at the premises or individual system or equipment level.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ae27efae-92f1-48c5-9722-5f931de6a669","https://bedes.lbl.gov/node/ae27efae-92f1-48c5-9722-5f931de6a669","Grid Connection","Indicates whether the onsite resource generation is connected to the grid.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0f28d3a6-9b9f-47e4-9d32-8441c2271f65","https://bedes.lbl.gov/node/0f28d3a6-9b9f-47e4-9d32-8441c2271f65","Interval Duration","Length of interval reading
","Decimal","","Resources","Commercial, Residential, Multifamily","2019-12-12 10:51:08"
"2cec9914-736a-4d10-a019-72c1ca3d833a","https://bedes.lbl.gov/node/2cec9914-736a-4d10-a019-72c1ca3d833a","Interval End Date","The end date that marks the ending of the time interval for a value. Format for the date can be found in Metadata's ""Date Format""
","TimeStamp","YYYY-MM-DD","Resources","Commercial, Residential, Multifamily","2019-12-06 11:44:59"
"2ac9dd1e-7248-45d7-97d3-c3124399e58a","https://bedes.lbl.gov/node/2ac9dd1e-7248-45d7-97d3-c3124399e58a","Interval End Time","The end time that marks the beginning of a time interval
","TimeStamp","hh:mm","Resources","","2019-12-06 11:46:00"
"9cd35067-eb88-44a5-9379-402792d71572","https://bedes.lbl.gov/node/9cd35067-eb88-44a5-9379-402792d71572","Interval Frequency","Indicates frequency of data that's available for a given variable. Data that's available can range from 10 minute interval to annual. This interval frequency can be applied to resource or other time series data like weather
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"566e40e3-c25d-4159-bf1e-eb219e386262","https://bedes.lbl.gov/node/566e40e3-c25d-4159-bf1e-eb219e386262","Interval Measure","Type of data recorded by the meter
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"5f84aa6f-4efe-4eb3-99e8-a1d10828cbe8","https://bedes.lbl.gov/node/5f84aa6f-4efe-4eb3-99e8-a1d10828cbe8","Interval Start Date","The start date that marks the beginning of the time interval for a value. Format for the date can be found in Metadata's ""Date Format""
","TimeStamp","YYYY-MM-DD","Resources","Commercial, Residential, Multifamily","2019-12-06 11:46:21"
"c55a5c2c-1b1e-4248-9156-0196bb04a062","https://bedes.lbl.gov/node/c55a5c2c-1b1e-4248-9156-0196bb04a062","Interval Start Time","The start time that marks the beginning of a time interval
","TimeStamp","hh:mm","Resources","","2019-12-06 11:46:44"
"6f67f127-8ef8-4dcc-a099-13412255527d","https://bedes.lbl.gov/node/6f67f127-8ef8-4dcc-a099-13412255527d","Metering Configuration","The structure of how the various meters are arranged
","Constrained List","N/A","Resources","Commercial, Multifamily","2019-11-26 17:24:58"
"62185ecc-fb92-47a3-8aba-cf8c9cf35f11","https://bedes.lbl.gov/node/62185ecc-fb92-47a3-8aba-cf8c9cf35f11","Minimum Power Factor Without Penalty","Minimum power factor that needs to be maintained without any penalties
","Decimal","percent","Resources","Commercial","2019-12-10 13:05:09"
