    "Content-UUID","URL","List-Option","List-Option-Definition","Unit-of-Measure","Related-Term","Related-Term-UUID","Sector","Updated-Date"
"14276c9f-130f-4194-bd8e-85feae42e122","https://bedes.lbl.gov/node/14276c9f-130f-4194-bd8e-85feae42e122","Regional median","Intended to serve as a comparison metric to show the relative performance in a regional population- 50% of properties perform below the median, and 50% perform above the median. ","N/A","Normalization","f19bd5a6-a1c1-457a-a9b3-f1628e2d5b77","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"9b1fb3a0-fe76-42c6-9de4-e45dd7b75748","https://bedes.lbl.gov/node/9b1fb3a0-fe76-42c6-9de4-e45dd7b75748","Registered Architect (RA)","","N/A","Credential","6e37f128-742a-41e1-94d5-cb490a5071d3","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"f4b40266-4823-45f1-89f5-28746e9897d9","https://bedes.lbl.gov/node/f4b40266-4823-45f1-89f5-28746e9897d9","Registered students","Number of students registered in the educational facility.","N/A","Occupant Quantity Type","0f74ee3f-107b-48dd-878f-8d3a8ee389ca","Commercial","2019-11-26 17:07:14"
"62a237a9-754d-4ce1-9804-5cb437241fdb","https://bedes.lbl.gov/node/62a237a9-754d-4ce1-9804-5cb437241fdb","Regular soil","Common soil","N/A","Thermal Medium","5a65d7a2-c5a7-4fcb-a381-1b95f0af74a9","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"7990e450-9cb2-4bcf-9bdf-1abb4f86bba2","https://bedes.lbl.gov/node/7990e450-9cb2-4bcf-9bdf-1abb4f86bba2","Regulated medical waste","Regulated medical waste","n/a","Waste Material","4573bd4c-2c97-4719-a3b7-add73e73e6c1","","2019-11-26 17:24:58"
"d2351c78-b3e8-438f-a35e-a9c6e86e2d4c","https://bedes.lbl.gov/node/d2351c78-b3e8-438f-a35e-a9c6e86e2d4c","Reheat","Reheat control strategy.  Use additional qualifiers (e.g., dual maximum logic) to clarify","N/A","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"587f17dd-74d0-4bec-9fa4-5cf2b74b3546","https://bedes.lbl.gov/node/587f17dd-74d0-4bec-9fa4-5cf2b74b3546","Rejected","Submitted assessment has been rejected","N/A","Assessment Recognition Status","07280759-7791-4d30-bcdb-4ba066222a70","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"800c1937-ac73-4820-b6bd-e4afb97d2434","https://bedes.lbl.gov/node/800c1937-ac73-4820-b6bd-e4afb97d2434","Relative humidity","Relative humidity can be expressed by partial vapor and air pressure, density of the vapor and air, or by the actual mass of the vapor and air.","N/A","Weather Metric","5d3f7113-5e9b-4a66-b276-0577af6d68dc","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"0856b5c9-d131-45de-8610-b605610416c1","https://bedes.lbl.gov/node/0856b5c9-d131-45de-8610-b605610416c1","Religious organization","","N/A","Ownership","24bd82d8-839c-4442-a939-457fae1d207d","Commercial, Multifamily","2019-11-26 17:07:16"
"bee7b002-6e82-4d58-8a4d-124f40f39cf3","https://bedes.lbl.gov/node/bee7b002-6e82-4d58-8a4d-124f40f39cf3","Religious organization","Occupants are members of a religion-supporting organization.","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Commercial","2019-11-26 17:07:16"
"26af36ef-6b35-4652-bbe4-1d67be544cf0","https://bedes.lbl.gov/node/26af36ef-6b35-4652-bbe4-1d67be544cf0","Remote condensing unit","A Remote condensing unit (RCU) or split system unit is a model in which the ice-making mechanism and condenser or condensing unit are in separate sections.","N/A","Ice Machine","3f8a1534-e951-4190-a264-04ac908d026f","Commercial","2019-11-26 17:07:16"
"76881c68-3351-408f-985b-51839c4077bb","https://bedes.lbl.gov/node/76881c68-3351-408f-985b-51839c4077bb","Removal","Removal of space, system, or equipment in existing premises","N/A","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"3c8998d0-e7c2-4b0e-b420-18eaefa08405","https://bedes.lbl.gov/node/3c8998d0-e7c2-4b0e-b420-18eaefa08405","Renewable","Resource is generated using renewable technology","N/A","Resource Generation","55c5a982-dc81-4bc7-9e34-b594b8b83e32","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"36223060-eecc-4bf8-9e5b-9d019ff30a1b","https://bedes.lbl.gov/node/36223060-eecc-4bf8-9e5b-9d019ff30a1b","Renewable energy credits","Savings due to sale of Renewable Energy Certificates (RECs), also known as Green tags, Renewable Energy Credits, Renewable Electricity Certificates, or Tradable Renewable Certificates (TRCs). RECs are tradable, non-tangible energy commodities in the United States that represent proof that 1 megawatt-hour (MWh) of electricity was generated from an eligible renewable energy resource (renewable electricity).","N/A","Savings Attribution","112a206e-5732-48e2-9cbe-3adf15f1abcd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"e5f75bff-0275-44de-b7b0-b9b17693b93a","https://bedes.lbl.gov/node/e5f75bff-0275-44de-b7b0-b9b17693b93a","Renewable energy systems","","N/A","Technology Category","51fa4451-d4d8-44ea-8780-f3619027a281","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"e5a507f6-705d-48bc-a968-f84088f0192e","https://bedes.lbl.gov/node/e5a507f6-705d-48bc-a968-f84088f0192e","Rentable","Floor area that is being rented or is for rent.","N/A","Floor Area Qualifier","468fbd28-7043-45fb-8287-9e4ee2efbe6d","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"e85d40aa-7436-45a9-98b7-8507f2d9c6ef","https://bedes.lbl.gov/node/e85d40aa-7436-45a9-98b7-8507f2d9c6ef","Rental","The premises is available for or being rented.","N/A","Ownership Intention","acc27dac-df0b-498d-9877-477ca2db5a53","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"7df17451-be71-4989-8679-a6cc8bae2c48","https://bedes.lbl.gov/node/7df17451-be71-4989-8679-a6cc8bae2c48","Rented","Premises are rented/leased to a tenant other than the owner","N/A","Ownership Status","11aa3a57-c513-4a19-89ec-3b2a4f2b2088","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"18591ba4-e96c-495f-8ad5-709663dbc80a","https://bedes.lbl.gov/node/18591ba4-e96c-495f-8ad5-709663dbc80a","Repair","","N/A","Maintenance Type","c68479f9-b0fa-4657-999f-ab9938029f06","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"2ed30386-bf43-4db4-9c66-a1b684ab8bbe","https://bedes.lbl.gov/node/2ed30386-bf43-4db4-9c66-a1b684ab8bbe","Repair and replacement","Savings due to reduction of repair, and replacement activities by existing staff. This allows staff to focus on other activities. The planned expenditures for repair parts and materials are annually recurring energy-related cost savings that can support contractor payments, but there are no personnel cost savings because the agency siteÕs staffing level remains the same","N/A","Savings Attribution","112a206e-5732-48e2-9cbe-3adf15f1abcd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"bbfa85c1-8e57-4f81-a90e-055d10cbe6f6","https://bedes.lbl.gov/node/bbfa85c1-8e57-4f81-a90e-055d10cbe6f6","Replace","","N/A","Maintenance Type","c68479f9-b0fa-4657-999f-ab9938029f06","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"1820a4c4-e6c1-466c-8ad6-a0e9b6fdd934","https://bedes.lbl.gov/node/1820a4c4-e6c1-466c-8ad6-a0e9b6fdd934","Replacement","Individual replacement of equipment","N/A","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"93f254b4-0587-4fea-9ca6-2f45bfeedd0c","https://bedes.lbl.gov/node/93f254b4-0587-4fea-9ca6-2f45bfeedd0c","Replacement","Cost for replacing the equipment","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"330d8f03-af38-4616-9517-508efecb4543","https://bedes.lbl.gov/node/330d8f03-af38-4616-9517-508efecb4543","Required","This field is required in the software tool the data is coming from, or is it required by the software that is requesting the data","N/A","Solicitation","d64756e6-bcdc-418c-b2fe-d34b2c12881b","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"333c90fd-2dd9-4c2d-8357-aa2c9371e9cc","https://bedes.lbl.gov/node/333c90fd-2dd9-4c2d-8357-aa2c9371e9cc","Requires permit","","N/A","Discard Reason","d066a542-4a40-45c3-8998-da10fba2af03","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"956f34ec-53e6-4ba7-9e0c-26587a9217dd","https://bedes.lbl.gov/node/956f34ec-53e6-4ba7-9e0c-26587a9217dd","Reset","Setpoint applies to reset conditions.","N/A","Setpoint Setting Condition","4333fe21-9268-4ee2-ae1a-016ae57ea7f9","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"e689eee2-3fbf-4c85-9082-54b8f1575c68","https://bedes.lbl.gov/node/e689eee2-3fbf-4c85-9082-54b8f1575c68","Residential","Residential designs are meant to accommodate the needs of people residing on the premises.","N/A","Sector Classification","86208e3e-352a-451d-b2c5-da725ca87693","Residential, Multifamily","2019-11-26 17:19:17"
"c26e47b3-3fa1-4da0-9852-f76e32e45368","https://bedes.lbl.gov/node/c26e47b3-3fa1-4da0-9852-f76e32e45368","Residential Energy Services Network (RESNET) - Home Partner","","N/A","Credential","6e37f128-742a-41e1-94d5-cb490a5071d3","Residential, Multifamily","2019-11-26 17:19:17"
"966e2342-49c0-40ab-8965-0c056180cfb6","https://bedes.lbl.gov/node/966e2342-49c0-40ab-8965-0c056180cfb6","Residential Energy Services Network (RESNET) Certification","","N/A","Credential","6e37f128-742a-41e1-94d5-cb490a5071d3","Residential, Multifamily","2019-11-26 17:19:17"
"06405084-0590-4bcd-833e-ea2ec4e77097","https://bedes.lbl.gov/node/06405084-0590-4bcd-833e-ea2ec4e77097","Resilient server","A computer server designed with extensive Reliability, Availability, Serviceability (RAS) and scalability features integrated in the microarchitecture of the system, CPU and chipset. For purposes of ENERGY STAR qualification under this specification, a Resilient Server shall have the characteristics as described in Appendix B of this specification.","N/A","Server Type","ba12c254-48d6-49c6-8f16-f9d263c250d3","Commercial","2019-11-26 17:07:16"
"d0903b28-d753-4385-ac8a-3e4d22bbde2b","https://bedes.lbl.gov/node/d0903b28-d753-4385-ac8a-3e4d22bbde2b","RESNET HERS","The HERS (Home Energy Rating System) Index is the nationally recognized scoring system for measuring a home's performance. To calculate a home's HERS Index Score, a certified RESNET home energy rater will do a home energy rating and compare the data against a reference home (a design-modeled home of the same size and shape as the actual home), so that the HERS Index Score is always relative to the size, shape, and type of the house. The lower the number the more energy efficient the home.","N/A","Assessment Program","ad6bed68-892c-4078-870e-958b41953f8d","Residential, Multifamily","2019-11-26 17:19:17"
"24fbe3e9-58d8-4013-a4bd-b832f9908650","https://bedes.lbl.gov/node/24fbe3e9-58d8-4013-a4bd-b832f9908650","Rest","Commonly used street suffix or abbreviations: Rst","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"8b9ccb5c-38f4-4034-9f2b-62fa96cd8a1d","https://bedes.lbl.gov/node/8b9ccb5c-38f4-4034-9f2b-62fa96cd8a1d","Restroom","Public room or small building containing one or more toilets and/or urinals","n/a","Spatial Unit Type","d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad","","2019-11-26 17:19:17"
"7d052b29-540e-450e-bfca-6787bab6335c","https://bedes.lbl.gov/node/7d052b29-540e-450e-bfca-6787bab6335c","Restroom","A restroom is a room or small building containing one or more toilets and/or urinals. Public restrooms might exist as handicapped, unisex and male and/or female restrooms.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"3811264e-05ce-4b09-a0fc-bc7fa2cadd70","https://bedes.lbl.gov/node/3811264e-05ce-4b09-a0fc-bc7fa2cadd70","Retail","Premises include retailing merchandise such as furniture and home furnishings stores, electronics and appliance stores, food and beverage stores, health and personal care stores, clothing and clothing accessories stores, sporting goods, hobby, book and music stores, and office supplies, stationery and gift stores. Excludes malls.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"74f32696-64f0-4aa7-85fe-00749c5dee04","https://bedes.lbl.gov/node/74f32696-64f0-4aa7-85fe-00749c5dee04","Retail dry goods retail","Individual retail store within a mall or stand-alone that does not sell groceries, includes auto dealerships.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:14"
"7ae2ff01-7803-40f0-a49f-f2b6521fcd06","https://bedes.lbl.gov/node/7ae2ff01-7803-40f0-a49f-f2b6521fcd06","Retail enclosed mall","A shopping mall premises located in one or more buildings of retailers with interconnecting walkways enabling visitors to walk inside from unit to unit.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"f168b8f5-66ab-4eaa-8fd3-746fcd11bbd4","https://bedes.lbl.gov/node/f168b8f5-66ab-4eaa-8fd3-746fcd11bbd4","Retail mall","Premises located in one or more buildings comprised of small to large retailers, restaurants, and entertainment establishments located indoor or outdoor.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"c2a97ec0-6609-4c32-a237-9e7848043388","https://bedes.lbl.gov/node/c2a97ec0-6609-4c32-a237-9e7848043388","Retail strip mall","An open shopping mall premises that has multiple retail buildings and other businesses with sidewalks and large open parking lots.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:14"
"a4bf9b9d-ae90-4e50-a943-893f28e3c166","https://bedes.lbl.gov/node/a4bf9b9d-ae90-4e50-a943-893f28e3c166","Retail supermarket","Retailer supplying a wide range of products including groceries.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"f83df053-f33c-40a7-ba0c-9e429792fc08","https://bedes.lbl.gov/node/f83df053-f33c-40a7-ba0c-9e429792fc08","Retherm oven","An oven cabinet that allows venting of humidity while adjusting food moisture to specific conditions. Retherm ovens are designed to accommodate a variety of trays and pans.","N/A","Cooking Appliance Type","bb5860f0-501b-4091-a36c-753017935719","Commercial","2019-11-26 17:07:14"
"5712666d-1d0b-473c-9318-a9ac4acbd290","https://bedes.lbl.gov/node/5712666d-1d0b-473c-9318-a9ac4acbd290","Retirement","The premises will be occupied during the years of retirement.","N/A","Ownership Intention","acc27dac-df0b-498d-9877-477ca2db5a53","Residential, Multifamily","2019-11-26 17:19:17"
"0182c104-6471-409a-af60-4543a0b6205a","https://bedes.lbl.gov/node/0182c104-6471-409a-af60-4543a0b6205a","Retro commissioning team","","N/A","Work Performed By","8a6508be-9a42-4c83-b8a4-332b1cca33bc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"1b392ab5-a2da-47ea-ab32-9eab4a770217","https://bedes.lbl.gov/node/1b392ab5-a2da-47ea-ab32-9eab4a770217","Retrocommissioning","Retrocommissioning is a process that seeks to improve how building equipment and systems function together.","N/A","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"ac4c720b-7d1d-44e6-90fd-b15995b94f30","https://bedes.lbl.gov/node/ac4c720b-7d1d-44e6-90fd-b15995b94f30","Retrofit","Modification of system or equipment possibly including replacement, addition, and/or adjustment","N/A","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"f4faa07e-c961-4b57-9fdf-29bf05bbce8e","https://bedes.lbl.gov/node/f4faa07e-c961-4b57-9fdf-29bf05bbce8e","Return","","N/A","Pipe Application","d28b9c40-5ecb-49b7-be7f-0ea51fe7995d","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"0c4fde12-8823-4edd-8227-d46a818e9bd8","https://bedes.lbl.gov/node/0c4fde12-8823-4edd-8227-d46a818e9bd8","Return","","N/A","Fan Application","74bc3ecf-376b-49be-ab1d-94a4eb146927","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"82222c9f-b742-47bc-9194-4701613958ef","https://bedes.lbl.gov/node/82222c9f-b742-47bc-9194-4701613958ef","Return air flow rate","The flow rate of return air","N/A","Setpoint Type","1ed1c00c-6525-4002-a52b-c1cf7c4fb75a","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"114b63dd-8162-45a0-b70e-9e123a7afb2f","https://bedes.lbl.gov/node/114b63dd-8162-45a0-b70e-9e123a7afb2f","Return chamber","Chamber to receive the return air","n/a","Location","f1f0585d-19da-47e1-824f-6e109fb136c8","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"9d724128-03d3-498c-bcd9-fcde3f04eabf","https://bedes.lbl.gov/node/9d724128-03d3-498c-bcd9-fcde3f04eabf","Return on investment","A measure used to evaluate the efficiency of an investment or to compare the efficiency of a number of different investments. ROI is the ratio of the benefit (return) of an investment to the cost of the investment.","n/a","Cost Effectiveness Screening Method","ca919bca-c24a-482c-8c0c-7f7f343c21ae","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"148c26e5-ba07-4f4d-ad7f-34b3179f6e72","https://bedes.lbl.gov/node/148c26e5-ba07-4f4d-ad7f-34b3179f6e72","Return water temperature","The water temperature that the equipment receives from return duct.","n/a","Setpoint Type","1ed1c00c-6525-4002-a52b-c1cf7c4fb75a","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"333539e9-16f9-4366-9eef-31fea33bcadf","https://bedes.lbl.gov/node/333539e9-16f9-4366-9eef-31fea33bcadf","Reused","Reused","n/a","Waste Management Type","f3fc8ecd-de5b-4458-b7c0-36d9d6e685e3","","2019-11-26 17:24:58"
"1b46a9b7-60d3-4f5c-a509-db4e776f6824","https://bedes.lbl.gov/node/1b46a9b7-60d3-4f5c-a509-db4e776f6824","Revenue grade meter","","N/A","Meter Type","b57658e2-43b2-4347-b1de-1883089d15bd","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"368aa88f-6b34-480c-b127-25d779d9c578","https://bedes.lbl.gov/node/368aa88f-6b34-480c-b127-25d779d9c578","Revenue quality","Sufficient accuracy to settle DR transactions.   PBI eligible data must have at least +/- 2% accuracy confirmed by testing from a Nationally Recognized Testing Laboratory.","N/A","Quality","2714c60b-c5b1-4bbe-8047-1280aa5df1df","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"08ec0fa3-d43e-43d0-9e62-09b939d863af","https://bedes.lbl.gov/node/08ec0fa3-d43e-43d0-9e62-09b939d863af","Reverse","","N/A","Current Flow Direction","3b202264-2f5c-42b2-b820-5486fa04f76d","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"7bcc606d-68d7-4487-8ff7-5b5dea22f50d","https://bedes.lbl.gov/node/7bcc606d-68d7-4487-8ff7-5b5dea22f50d","Reverse cycle","defrosting an evaporator by reversing its function with that of the condenser.","N/A","Defrosting Type","7e52facc-4039-4bba-927e-6e79583c71ce","Commercial","2019-11-26 17:07:14"
"2b3d90ba-8b8a-4986-87d5-c77a1e7ee438","https://bedes.lbl.gov/node/2b3d90ba-8b8a-4986-87d5-c77a1e7ee438","Reviewed","","N/A","Date Status","ecf22d4c-16f2-4f87-89f9-cb2b77c3c929","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"95942541-427c-4709-b198-7ab012afc663","https://bedes.lbl.gov/node/95942541-427c-4709-b198-7ab012afc663","Reviewed and approved","","N/A","Account Status","52bf6a65-c6ec-47eb-8816-75c77ba06ce5","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"2d48b354-f4b1-473f-9e0b-248f712c5aaf","https://bedes.lbl.gov/node/2d48b354-f4b1-473f-9e0b-248f712c5aaf","Reviewed and not approved","","N/A","Account Status","52bf6a65-c6ec-47eb-8816-75c77ba06ce5","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"5dc0abb6-9117-4ad6-9bc9-58bfd20f9811","https://bedes.lbl.gov/node/5dc0abb6-9117-4ad6-9bc9-58bfd20f9811","Revised application required","Organization has required a revised application.","N/A","Assessment Recognition Status","07280759-7791-4d30-bcdb-4ba066222a70","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"538ed035-98e3-4e65-b6d5-b90ff7f68c4f","https://bedes.lbl.gov/node/538ed035-98e3-4e65-b6d5-b90ff7f68c4f","RFCE","RFC East / Eastern Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"0065eb49-1702-4b6b-ad07-54e2dbd7e46f","https://bedes.lbl.gov/node/0065eb49-1702-4b6b-ad07-54e2dbd7e46f","RFCM","RFC Michigan / Eastern Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"41bf1733-9e69-46ab-b6cf-a8e2d0fcb5da","https://bedes.lbl.gov/node/41bf1733-9e69-46ab-b6cf-a8e2d0fcb5da","RFCW","RFC West / Eastern Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"a7f61d12-aee6-4959-8a01-8914c980760d","https://bedes.lbl.gov/node/a7f61d12-aee6-4959-8a01-8914c980760d","RI","Rhode Island","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"fbf9de0d-6552-43d1-9562-51f093240379","https://bedes.lbl.gov/node/fbf9de0d-6552-43d1-9562-51f093240379","Ridge","Commonly used street suffix or abbreviations: Rdg, Rdge","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c0256fb6-a0f5-4a23-8437-55dcff2263a8","https://bedes.lbl.gov/node/c0256fb6-a0f5-4a23-8437-55dcff2263a8","Ridges","Commonly used street suffix or abbreviations: Rdgs","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"ddd7d16a-2fe6-4c0b-bb3e-bbd906c8cd6d","https://bedes.lbl.gov/node/ddd7d16a-2fe6-4c0b-bb3e-bbd906c8cd6d","Rigid","Insulation that is made of a solid, rigid material. Examples include foam (polystyrene, polyisocyanurate, polyurethane) as well as fibers (fiberglass and mineral wool) that can withstand high temperatures.","N/A","Insulation Application","da8e676f-7a62-462e-a2e3-0c984269f4aa","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"343b8d98-f384-4203-a6ef-04aacc2523b3","https://bedes.lbl.gov/node/343b8d98-f384-4203-a6ef-04aacc2523b3","Rim joist","","n/a","Opaque Surface Component","d18ab35e-fc1f-41b3-9c40-1a2dbece8063","","2019-11-26 17:19:17"
"c3eb823b-7cb1-44a5-add2-0fd86075c959","https://bedes.lbl.gov/node/c3eb823b-7cb1-44a5-add2-0fd86075c959","Rim joist","The rim, or band, joist refers to the area where the floor joist sits on the exterior wall plates. ","n/a","Foundation Component","141a6da0-e9ba-48e5-906d-4481652de010","","2019-11-26 17:19:17"
"d923f0bc-0d19-4309-bfdc-62dc37c3ea92","https://bedes.lbl.gov/node/d923f0bc-0d19-4309-bfdc-62dc37c3ea92","Rinse","Rinse mode is when the machine is at the end of the actively running cycle and is spraying rinse water.","N/A","Operational Mode","1dc71ca0-5371-43b6-a05c-7794a73e0695","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"f788da94-59e3-4aae-8037-e0978bfa2d8b","https://bedes.lbl.gov/node/f788da94-59e3-4aae-8037-e0978bfa2d8b","River","Commonly used street suffix or abbreviations: Riv, Rvr, Rivr","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"108ee680-7194-4602-b9fb-575b0f7941c6","https://bedes.lbl.gov/node/108ee680-7194-4602-b9fb-575b0f7941c6","RMPA","WECC Rockies / Western Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"91878829-3e23-406a-ad78-6f2c1f418bf5","https://bedes.lbl.gov/node/91878829-3e23-406a-ad78-6f2c1f418bf5","Road","Commonly used street suffix or abbreviations: Rd","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"f131d261-95f0-48aa-a48c-892f2ce373a6","https://bedes.lbl.gov/node/f131d261-95f0-48aa-a48c-892f2ce373a6","Roads","Commonly used street suffix or abbreviations: Rds","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"2a63f97a-0010-41f9-aa33-e3c8586140c1","https://bedes.lbl.gov/node/2a63f97a-0010-41f9-aa33-e3c8586140c1","Rock","Rock storage material has thermal transfer medium characteristics include air, water and other phase-change materials.","N/A","Thermal Medium","5a65d7a2-c5a7-4fcb-a381-1b95f0af74a9","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"6ae69380-7204-424d-936b-6d1a66ca06ac","https://bedes.lbl.gov/node/6ae69380-7204-424d-936b-6d1a66ca06ac","Rock wool","Material made from molten rock. Also called Mineral Wool","N/A","Material","a80a1ea8-a2e3-4470-bf8e-3d69d22dfdb9","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"fe6a5ef0-9365-4932-bed7-eb0ca9df5c0b","https://bedes.lbl.gov/node/fe6a5ef0-9365-4932-bed7-eb0ca9df5c0b","Roof","Makes up the top exterior boundary of the premises envelope.  It is generally horizontal or sloped less than 60 degrees from horizontal. Represents the complete roof construction.","N/A","Opaque Surface","686035b9-341d-490b-ad08-b5c192b701b1","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"2d577d84-1a1d-420e-b827-b7fb8b6d645a","https://bedes.lbl.gov/node/2d577d84-1a1d-420e-b827-b7fb8b6d645a","Roof","A roof structure that forms the exterior upper covering of a premises.","n/a","Location","f1f0585d-19da-47e1-824f-6e109fb136c8","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"da078598-e838-45ff-a31e-aecff5b5245c","https://bedes.lbl.gov/node/da078598-e838-45ff-a31e-aecff5b5245c","Roof deck","The base construction of the roof.","N/A","Opaque Surface","686035b9-341d-490b-ad08-b5c192b701b1","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"78b43fdd-c53b-467d-8c41-ea71f2860db2","https://bedes.lbl.gov/node/78b43fdd-c53b-467d-8c41-ea71f2860db2","Room","Rooms refers to subdivisions of a housing unit. Whole rooms are rooms such as living rooms, dining rooms, bedrooms, kitchens, lodgers' rooms, finished basements or attic rooms, recreation rooms, and permanently enclosed sun porches that are used year round. Rooms used for offices by a person living in the unit are included. Not considered to be rooms are bathrooms, halls, foyers or vestibules, balconies, closets, alcoves, pantries, strip or pullman kitchens, laundry or furnace rooms, unfinished attics or basements, open porches, and unfinished space used for storage. A partially divided room, such as a dinette next to a kitchen or a living room, is considered a separate room only if there is a partition from floor to ceiling, but not if the partition consists solely of shelves or cabinets. If a room is used by occupants of more than one unit, the room is included with the unit from which it is most easily reached.","N/A","Spatial Unit Type","d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad","Residential, Multifamily","2019-11-26 17:19:17"
